loc_x,loc_y,seconds_remaining,shot_distance,shot_made_flag,shot_zone_range,shot_zone,shot_zone2,hot_hand,hot_hand_ind
0,0,28,0,1,Less Than 8 ft.,2,600,heat,3
22,163,26,16,0,16-24 ft.,6,2500,nil,2
94,253,59,26,0,24+ ft.,8,5000,heat,3
-77,270,25,28,0,24+ ft.,8,5000,heat,3
134,112,33,17,0,16-24 ft.,6,2500,nil,2
85,152,59,17,1,16-24 ft.,6,2500,nil,2
142,101,9,17,1,16-24 ft.,6,2500,nil,2
-141,-8,30,14,1,8-16 ft.,4,1200,heat,3
-126,40,51,13,0,8-16 ft.,4,1200,heat,3
-147,23,34,14,0,8-16 ft.,4,1200,hot hand,6
169,-2,26,16,1,16-24 ft.,6,2500,nil,2
-126,85,1,15,0,8-16 ft.,4,1200,nil,2
127,131,25,18,1,16-24 ft.,6,2500,heat,3
7,57,8,5,0,Less Than 8 ft.,2,600,nil,2
100,156,30,18,0,16-24 ft.,6,2500,heat,3
106,118,5,15,0,8-16 ft.,4,1200,nil,2
0,0,42,0,1,Less Than 8 ft.,2,600,nil,2
134,118,8,17,1,16-24 ft.,6,2500,heat,3
-111,152,24,18,0,16-24 ft.,6,2500,heat,3
106,125,33,16,1,16-24 ft.,6,2500,nil,2
1,156,23,15,1,8-16 ft.,4,1200,nil,2
0,0,17,0,1,Less Than 8 ft.,2,600,nil,2
100,108,50,14,0,8-16 ft.,4,1200,nil,2
127,-8,13,12,1,8-16 ft.,4,1200,nil,2
-160,13,39,16,0,16-24 ft.,6,2500,nil,2
-126,-15,3,12,1,8-16 ft.,4,1200,heat,3
0,0,32,0,1,Less Than 8 ft.,2,600,heat,3
35,135,4,13,1,8-16 ft.,4,1200,nil,2
155,13,30,15,0,8-16 ft.,4,1200,nil,2
0,0,26,0,0,Less Than 8 ft.,2,600,heat,3
142,-29,9,14,1,8-16 ft.,4,1200,heat,3
0,0,11,0,1,Less Than 8 ft.,2,600,nil,2
73,207,33,21,0,16-24 ft.,6,2500,nil,2
-69,135,11,15,0,8-16 ft.,4,1200,nil,2
0,0,54,0,0,Less Than 8 ft.,2,600,nil,2
0,0,58,0,1,Less Than 8 ft.,2,600,heat,3
0,0,22,0,1,Less Than 8 ft.,2,600,nil,2
94,156,17,18,1,16-24 ft.,6,2500,nil,2
241,7,45,24,0,24+ ft.,8,5000,nil,2
-84,112,57,14,1,8-16 ft.,4,1200,nil,2
-105,-8,10,10,0,8-16 ft.,4,1200,nil,2
155,125,26,19,1,16-24 ft.,6,2500,nil,2
73,253,51,26,1,24+ ft.,8,5000,nil,2
0,0,38,0,1,Less Than 8 ft.,2,600,nil,2
-48,40,51,6,0,Less Than 8 ft.,2,600,nil,2
0,0,15,0,0,Less Than 8 ft.,2,600,nil,2
-141,-2,3,14,0,8-16 ft.,4,1200,nil,2
0,0,26,0,1,Less Than 8 ft.,2,600,nil,2
169,192,19,25,0,24+ ft.,8,5000,heat,3
-84,169,34,18,0,16-24 ft.,6,2500,heat,3
85,129,6,15,1,8-16 ft.,4,1200,nil,2
0,0,42,0,1,Less Than 8 ft.,2,600,nil,2
37,135,54,13,0,8-16 ft.,4,1200,heat,3
73,15,21,7,0,Less Than 8 ft.,2,600,heat,3
0,0,50,0,1,Less Than 8 ft.,2,600,nil,2
-113,169,37,20,1,16-24 ft.,6,2500,heat,3
0,0,21,0,1,Less Than 8 ft.,2,600,nil,2
100,108,18,14,0,8-16 ft.,4,1200,heat,3
0,0,48,0,1,Less Than 8 ft.,2,600,heat,3
0,0,4,0,0,Less Than 8 ft.,2,600,nil,2
159,21,58,16,0,16-24 ft.,6,2500,nil,2
0,0,53,0,1,Less Than 8 ft.,2,600,heat,3
0,0,26,0,0,Less Than 8 ft.,2,600,heat,3
30,91,21,9,0,8-16 ft.,4,1200,heat,3
0,0,11,0,0,Less Than 8 ft.,2,600,heat,3
0,0,36,0,1,Less Than 8 ft.,2,600,hot hand,6
129,215,3,25,1,24+ ft.,8,5000,hot hand,6
195,97,33,21,0,16-24 ft.,6,2500,heat,3
0,0,7,0,1,Less Than 8 ft.,2,600,nil,2
-113,184,55,21,1,16-24 ft.,6,2500,nil,2
-18,200,18,20,0,16-24 ft.,6,2500,nil,2
-98,224,38,24,0,24+ ft.,8,5000,nil,2
0,0,24,0,1,Less Than 8 ft.,2,600,nil,2
7,171,59,17,0,16-24 ft.,6,2500,nil,2
180,-8,42,18,0,16-24 ft.,6,2500,heat,3
-4,148,50,14,1,8-16 ft.,4,1200,heat,3
153,141,12,20,0,16-24 ft.,6,2500,hot hand,6
-176,-4,31,17,1,16-24 ft.,6,2500,hot hand,6
180,-21,38,18,1,16-24 ft.,6,2500,nil,2
0,0,47,0,1,Less Than 8 ft.,2,600,nil,2
195,-21,24,19,0,16-24 ft.,6,2500,nil,2
-134,230,19,26,0,24+ ft.,8,5000,nil,2
-33,30,36,4,0,Less Than 8 ft.,2,600,nil,2
-141,-21,34,14,0,8-16 ft.,4,1200,nil,2
0,0,8,0,1,Less Than 8 ft.,2,600,nil,2
0,0,8,0,1,Less Than 8 ft.,2,600,heat,3
0,0,4,0,0,Less Than 8 ft.,2,600,nil,2
1,51,28,5,1,Less Than 8 ft.,2,600,nil,2
138,118,7,18,1,16-24 ft.,6,2500,nil,2
94,158,45,18,1,16-24 ft.,6,2500,heat,3
0,0,59,0,1,Less Than 8 ft.,2,600,nil,2
-98,15,40,9,0,8-16 ft.,4,1200,nil,2
0,0,33,0,0,Less Than 8 ft.,2,600,nil,2
0,0,13,0,1,Less Than 8 ft.,2,600,nil,2
0,0,29,0,1,Less Than 8 ft.,2,600,nil,2
115,108,46,15,0,8-16 ft.,4,1200,nil,2
79,129,58,15,1,8-16 ft.,4,1200,heat,3
-105,91,11,13,0,8-16 ft.,4,1200,nil,2
-113,192,55,22,0,16-24 ft.,6,2500,nil,2
0,0,46,0,1,Less Than 8 ft.,2,600,heat,3
1,198,24,19,0,16-24 ft.,6,2500,nil,2
64,158,1,17,1,16-24 ft.,6,2500,heat,3
113,133,38,17,1,16-24 ft.,6,2500,nil,2
172,26,11,17,1,16-24 ft.,6,2500,nil,2
-130,156,25,20,0,16-24 ft.,6,2500,nil,2
-115,133,58,17,1,16-24 ft.,6,2500,heat,3
150,150,20,21,1,16-24 ft.,6,2500,nil,2
-20,19,35,2,1,Less Than 8 ft.,2,600,nil,2
0,0,38,0,0,Less Than 8 ft.,2,600,nil,2
-115,169,10,20,0,16-24 ft.,6,2500,nil,2
125,158,32,20,1,16-24 ft.,6,2500,nil,2
0,0,50,0,1,Less Than 8 ft.,2,600,heat,3
176,192,25,26,1,24+ ft.,8,5000,nil,2
-157,4,53,15,0,8-16 ft.,4,1200,heat,3
0,0,3,0,1,Less Than 8 ft.,2,600,heat,3
0,0,56,0,1,Less Than 8 ft.,2,600,nil,2
98,165,18,19,0,16-24 ft.,6,2500,heat,3
-145,588,0,60,0,Back Court Shot,10,8000,nil,2
1,40,0,4,1,Less Than 8 ft.,2,600,heat,3
70,196,46,20,1,16-24 ft.,6,2500,nil,2
56,26,7,6,1,Less Than 8 ft.,2,600,heat,3
-143,82,36,16,0,16-24 ft.,6,2500,heat,3
-14,179,18,17,1,16-24 ft.,6,2500,hot hand,6
-136,127,32,18,0,16-24 ft.,6,2500,heat,3
28,0,24,2,1,Less Than 8 ft.,2,600,nil,2
77,173,56,18,0,16-24 ft.,6,2500,nil,2
167,55,21,17,0,16-24 ft.,6,2500,heat,3
0,0,36,0,1,Less Than 8 ft.,2,600,nil,2
108,120,23,16,0,16-24 ft.,6,2500,heat,3
11,42,0,4,1,Less Than 8 ft.,2,600,nil,2
144,99,55,17,1,16-24 ft.,6,2500,nil,2
75,116,3,13,1,8-16 ft.,4,1200,nil,2
39,137,28,14,1,8-16 ft.,4,1200,heat,3
-170,106,34,20,0,16-24 ft.,6,2500,nil,2
144,-6,48,14,0,8-16 ft.,4,1200,nil,2
186,9,52,18,1,16-24 ft.,6,2500,nil,2
180,0,21,18,1,16-24 ft.,6,2500,nil,2
-107,156,42,18,1,16-24 ft.,6,2500,nil,2
-8,188,5,18,0,16-24 ft.,6,2500,heat,3
-170,0,25,17,1,16-24 ft.,6,2500,heat,3
0,0,9,0,0,Less Than 8 ft.,2,600,nil,2
0,0,0,0,1,Less Than 8 ft.,2,600,nil,2
-50,85,23,9,0,8-16 ft.,4,1200,nil,2
-178,19,33,17,1,16-24 ft.,6,2500,heat,3
119,7,48,11,0,8-16 ft.,4,1200,nil,2
-44,148,39,15,1,8-16 ft.,4,1200,nil,2
-65,163,10,17,0,16-24 ft.,6,2500,heat,3
-157,203,0,25,1,24+ ft.,8,5000,nil,2
-151,101,42,18,1,16-24 ft.,6,2500,heat,3
-145,198,44,24,0,24+ ft.,8,5000,nil,2
-37,91,47,9,1,8-16 ft.,4,1200,heat,3
100,101,49,14,1,8-16 ft.,4,1200,heat,3
-71,186,54,19,1,16-24 ft.,6,2500,hot hand,6
64,68,41,9,1,8-16 ft.,4,1200,heat,3
94,141,17,16,0,16-24 ft.,6,2500,fire,10
-92,72,57,11,0,8-16 ft.,4,1200,nil,2
0,0,29,0,1,Less Than 8 ft.,2,600,nil,2
0,0,44,0,0,Less Than 8 ft.,2,600,nil,2
-134,118,41,17,1,16-24 ft.,6,2500,nil,2
-23,69,0,7,0,Less Than 8 ft.,2,600,nil,2
-115,82,33,14,0,8-16 ft.,4,1200,heat,3
-79,150,33,16,1,16-24 ft.,6,2500,nil,2
-88,171,0,19,1,16-24 ft.,6,2500,nil,2
-37,133,31,13,0,8-16 ft.,4,1200,heat,3
-151,200,0,25,1,24+ ft.,8,5000,heat,3
0,0,3,0,1,Less Than 8 ft.,2,600,nil,2
-37,245,4,24,1,24+ ft.,8,5000,heat,3
146,70,6,16,0,16-24 ft.,6,2500,heat,3
-37,13,33,3,0,Less Than 8 ft.,2,600,nil,2
0,0,0,0,0,Less Than 8 ft.,2,600,heat,3
-153,85,14,17,1,16-24 ft.,6,2500,nil,2
-153,49,47,16,1,16-24 ft.,6,2500,heat,3
220,141,50,26,0,24+ ft.,8,5000,nil,2
-90,4,33,9,1,8-16 ft.,4,1200,nil,2
-162,101,44,19,0,16-24 ft.,6,2500,heat,3
0,0,33,0,1,Less Than 8 ft.,2,600,heat,3
-168,21,52,16,0,16-24 ft.,6,2500,heat,3
0,0,45,0,1,Less Than 8 ft.,2,600,nil,2
0,0,37,0,1,Less Than 8 ft.,2,600,nil,2
191,-6,51,19,0,16-24 ft.,6,2500,heat,3
-195,148,28,24,1,24+ ft.,8,5000,nil,2
-117,38,5,12,1,8-16 ft.,4,1200,nil,2
0,0,32,0,1,Less Than 8 ft.,2,600,nil,2
0,0,30,0,1,Less Than 8 ft.,2,600,heat,3
-92,36,6,9,0,8-16 ft.,4,1200,nil,2
-56,93,1,10,1,8-16 ft.,4,1200,nil,2
89,59,21,10,1,8-16 ft.,4,1200,nil,2
-8,171,40,17,1,16-24 ft.,6,2500,nil,2
62,251,54,25,0,24+ ft.,8,5000,nil,2
0,0,47,0,1,Less Than 8 ft.,2,600,nil,2
0,0,28,0,1,Less Than 8 ft.,2,600,heat,3
-102,92,47,13,0,8-16 ft.,4,1200,nil,2
98,120,0,15,1,8-16 ft.,4,1200,heat,3
-136,4,10,13,1,8-16 ft.,4,1200,nil,2
83,101,4,13,1,8-16 ft.,4,1200,nil,2
0,0,3,0,1,Less Than 8 ft.,2,600,nil,2
77,158,31,17,0,16-24 ft.,6,2500,nil,2
-101,21,41,10,1,8-16 ft.,4,1200,heat,3
110,141,38,17,1,16-24 ft.,6,2500,heat,3
161,215,5,26,0,24+ ft.,8,5000,nil,2
-65,169,38,18,1,16-24 ft.,6,2500,heat,3
3,40,32,4,0,Less Than 8 ft.,2,600,heat,3
104,108,33,14,0,8-16 ft.,4,1200,nil,2
0,0,26,0,1,Less Than 8 ft.,2,600,nil,2
0,0,36,0,1,Less Than 8 ft.,2,600,heat,3
157,9,16,15,0,8-16 ft.,4,1200,heat,3
11,42,18,4,0,Less Than 8 ft.,2,600,nil,2
0,0,49,0,1,Less Than 8 ft.,2,600,nil,2
0,0,50,0,0,Less Than 8 ft.,2,600,nil,2
0,0,44,0,0,Less Than 8 ft.,2,600,nil,2
0,0,59,0,1,Less Than 8 ft.,2,600,nil,2
148,-6,15,14,1,8-16 ft.,4,1200,heat,3
77,205,28,21,0,16-24 ft.,6,2500,nil,2
91,148,14,17,0,16-24 ft.,6,2500,nil,2
0,0,54,0,1,Less Than 8 ft.,2,600,nil,2
-1,257,40,25,0,24+ ft.,8,5000,nil,2
-10,257,7,25,1,24+ ft.,8,5000,heat,3
96,156,48,18,0,16-24 ft.,6,2500,heat,3
132,219,12,25,1,24+ ft.,8,5000,nil,2
0,0,31,0,0,Less Than 8 ft.,2,600,nil,2
-141,93,29,16,0,16-24 ft.,6,2500,nil,2
-27,30,13,4,1,Less Than 8 ft.,2,600,nil,2
16,194,13,19,0,16-24 ft.,6,2500,heat,3
0,0,13,0,1,Less Than 8 ft.,2,600,heat,3
-27,245,31,24,0,24+ ft.,8,5000,heat,3
28,106,49,10,1,8-16 ft.,4,1200,nil,2
-183,228,30,29,0,24+ ft.,8,5000,nil,2
-138,116,42,18,0,16-24 ft.,6,2500,heat,3
-18,4,46,1,0,Less Than 8 ft.,2,600,nil,2
235,82,51,24,0,24+ ft.,8,5000,nil,2
136,30,22,13,0,8-16 ft.,4,1200,nil,2
37,26,1,4,1,Less Than 8 ft.,2,600,nil,2
0,0,42,0,1,Less Than 8 ft.,2,600,heat,3
-84,144,13,16,1,16-24 ft.,6,2500,nil,2
0,0,45,0,1,Less Than 8 ft.,2,600,heat,3
129,150,11,19,0,16-24 ft.,6,2500,nil,2
-113,110,2,15,1,8-16 ft.,4,1200,heat,3
-134,26,50,13,0,8-16 ft.,4,1200,nil,2
1,194,0,19,0,16-24 ft.,6,2500,heat,3
0,0,55,0,0,Less Than 8 ft.,2,600,heat,3
180,184,41,25,1,24+ ft.,8,5000,nil,2
1,57,45,5,1,Less Than 8 ft.,2,600,nil,2
-84,156,47,17,0,16-24 ft.,6,2500,heat,3
16,30,14,3,0,Less Than 8 ft.,2,600,heat,3
-56,167,44,17,1,16-24 ft.,6,2500,heat,3
-242,70,22,25,0,24+ ft.,8,5000,heat,3
-170,13,13,17,0,16-24 ft.,6,2500,heat,3
0,0,38,0,1,Less Than 8 ft.,2,600,heat,3
1,63,8,6,0,Less Than 8 ft.,2,600,nil,2
-33,63,42,7,0,Less Than 8 ft.,2,600,heat,3
115,0,9,11,1,8-16 ft.,4,1200,heat,3
-4,57,36,5,1,Less Than 8 ft.,2,600,hot hand,6
0,0,11,0,1,Less Than 8 ft.,2,600,nil,2
-77,87,16,11,1,8-16 ft.,4,1200,heat,3
-18,144,39,14,0,8-16 ft.,4,1200,nil,2
50,10,51,5,0,Less Than 8 ft.,2,600,nil,2
-34,55,45,6,0,Less Than 8 ft.,2,600,nil,2
153,30,14,15,1,8-16 ft.,4,1200,heat,3
-4,163,57,16,0,16-24 ft.,6,2500,heat,3
-170,93,24,19,0,16-24 ft.,6,2500,hot hand,6
-71,42,58,8,1,8-16 ft.,4,1200,nil,2
7,253,14,25,0,24+ ft.,8,5000,nil,2
-170,30,46,17,0,16-24 ft.,6,2500,nil,2
0,0,0,0,1,Less Than 8 ft.,2,600,nil,2
163,23,45,16,0,16-24 ft.,6,2500,heat,3
0,0,49,0,1,Less Than 8 ft.,2,600,nil,2
16,-2,47,1,0,Less Than 8 ft.,2,600,heat,3
70,0,35,7,1,Less Than 8 ft.,2,600,heat,3
-124,85,44,15,1,8-16 ft.,4,1200,hot hand,6
0,0,42,0,1,Less Than 8 ft.,2,600,nil,2
-4,55,51,5,1,Less Than 8 ft.,2,600,nil,2
-4,55,51,5,0,Less Than 8 ft.,2,600,nil,2
-63,34,49,7,0,Less Than 8 ft.,2,600,nil,2
-153,215,1,26,0,24+ ft.,8,5000,nil,2
77,0,23,7,1,Less Than 8 ft.,2,600,nil,2
-124,171,5,21,0,16-24 ft.,6,2500,nil,2
28,66,28,7,0,Less Than 8 ft.,2,600,nil,2
-147,106,52,18,0,16-24 ft.,6,2500,heat,3
-54,28,7,6,0,Less Than 8 ft.,2,600,nil,2
0,0,35,0,0,Less Than 8 ft.,2,600,nil,2
58,13,29,5,1,Less Than 8 ft.,2,600,nil,2
115,7,17,11,1,8-16 ft.,4,1200,heat,3
1,82,28,8,1,8-16 ft.,4,1200,nil,2
115,133,38,17,0,16-24 ft.,6,2500,heat,3
0,0,32,0,1,Less Than 8 ft.,2,600,heat,3
-92,137,44,16,0,16-24 ft.,6,2500,heat,3
0,0,0,0,0,Less Than 8 ft.,2,600,heat,3
83,205,5,22,1,16-24 ft.,6,2500,nil,2
7,373,0,37,0,24+ ft.,8,5000,nil,2
138,76,59,15,1,8-16 ft.,4,1200,nil,2
153,7,37,15,0,8-16 ft.,4,1200,heat,3
0,0,28,0,0,Less Than 8 ft.,2,600,nil,2
138,7,30,13,0,8-16 ft.,4,1200,heat,3
64,241,2,24,0,24+ ft.,8,5000,heat,3
123,-2,53,12,0,8-16 ft.,4,1200,nil,2
0,0,35,0,1,Less Than 8 ft.,2,600,nil,2
-98,93,35,13,0,8-16 ft.,4,1200,nil,2
0,0,34,0,1,Less Than 8 ft.,2,600,nil,2
0,0,57,0,0,Less Than 8 ft.,2,600,nil,2
-33,76,39,8,1,8-16 ft.,4,1200,nil,2
0,0,49,0,1,Less Than 8 ft.,2,600,heat,3
142,34,19,14,0,8-16 ft.,4,1200,heat,3
-115,141,55,18,1,16-24 ft.,6,2500,nil,2
0,0,3,0,1,Less Than 8 ft.,2,600,heat,3
-44,80,4,9,0,8-16 ft.,4,1200,nil,2
-105,7,23,10,1,8-16 ft.,4,1200,heat,3
-12,207,5,20,0,16-24 ft.,6,2500,nil,2
7,213,0,21,1,16-24 ft.,6,2500,heat,3
0,0,49,0,1,Less Than 8 ft.,2,600,nil,2
22,133,4,13,1,8-16 ft.,4,1200,heat,3
0,0,40,0,1,Less Than 8 ft.,2,600,heat,3
0,0,57,0,1,Less Than 8 ft.,2,600,nil,2
0,0,45,0,1,Less Than 8 ft.,2,600,nil,2
-50,198,9,20,0,16-24 ft.,6,2500,nil,2
-65,181,14,19,0,16-24 ft.,6,2500,nil,2
0,0,58,0,1,Less Than 8 ft.,2,600,heat,3
94,146,58,17,1,16-24 ft.,6,2500,nil,2
9,66,16,6,0,Less Than 8 ft.,2,600,nil,2
94,133,52,16,1,16-24 ft.,6,2500,nil,2
115,59,15,12,0,8-16 ft.,4,1200,nil,2
100,42,52,10,0,8-16 ft.,4,1200,nil,2
-4,89,36,8,0,8-16 ft.,4,1200,nil,2
0,0,26,0,1,Less Than 8 ft.,2,600,nil,2
0,0,53,0,1,Less Than 8 ft.,2,600,nil,2
-18,190,21,19,0,16-24 ft.,6,2500,heat,3
-96,66,26,11,0,8-16 ft.,4,1200,heat,3
0,0,8,0,1,Less Than 8 ft.,2,600,nil,2
-10,89,27,8,0,8-16 ft.,4,1200,heat,3
106,13,36,10,0,8-16 ft.,4,1200,nil,2
0,0,43,0,1,Less Than 8 ft.,2,600,nil,2
180,4,10,18,1,16-24 ft.,6,2500,nil,2
37,87,10,9,0,8-16 ft.,4,1200,nil,2
-155,47,43,16,0,16-24 ft.,6,2500,heat,3
-134,163,37,21,1,16-24 ft.,6,2500,heat,3
43,207,13,21,1,16-24 ft.,6,2500,hot hand,6
-4,152,32,15,1,8-16 ft.,4,1200,nil,2
0,0,24,0,1,Less Than 8 ft.,2,600,nil,2
43,106,24,11,1,8-16 ft.,4,1200,nil,2
-77,158,50,17,1,16-24 ft.,6,2500,nil,2
129,158,56,20,0,16-24 ft.,6,2500,heat,3
7,118,43,11,1,8-16 ft.,4,1200,nil,2
159,26,9,16,1,16-24 ft.,6,2500,heat,3
16,241,48,24,0,24+ ft.,8,5000,nil,2
201,158,32,25,0,24+ ft.,8,5000,heat,3
-191,230,25,29,0,24+ ft.,8,5000,nil,2
-191,70,14,20,0,16-24 ft.,6,2500,nil,2
159,26,21,16,0,16-24 ft.,6,2500,nil,2
43,137,44,14,1,8-16 ft.,4,1200,heat,3
7,106,17,10,0,8-16 ft.,4,1200,nil,2
51,184,25,19,0,16-24 ft.,6,2500,heat,3
-134,241,3,27,0,24+ ft.,8,5000,nil,2
-113,99,19,15,0,8-16 ft.,4,1200,nil,2
-134,120,12,17,0,16-24 ft.,6,2500,nil,2
123,82,44,14,0,8-16 ft.,4,1200,nil,2
-113,137,13,17,0,16-24 ft.,6,2500,nil,2
144,15,11,14,1,8-16 ft.,4,1200,heat,3
167,42,19,17,1,16-24 ft.,6,2500,nil,2
-191,15,31,19,1,16-24 ft.,6,2500,nil,2
73,30,31,7,1,Less Than 8 ft.,2,600,heat,3
0,0,5,0,1,Less Than 8 ft.,2,600,heat,3
150,47,15,15,1,8-16 ft.,4,1200,nil,2
-124,0,41,12,1,8-16 ft.,4,1200,nil,2
-31,150,11,15,0,8-16 ft.,4,1200,nil,2
172,-11,27,17,1,16-24 ft.,6,2500,nil,2
142,9,27,14,1,8-16 ft.,4,1200,nil,2
-103,133,21,16,0,16-24 ft.,6,2500,nil,2
106,177,16,20,1,16-24 ft.,6,2500,nil,2
172,2,20,17,1,16-24 ft.,6,2500,heat,3
0,0,31,0,1,Less Than 8 ft.,2,600,heat,3
106,9,18,10,1,8-16 ft.,4,1200,nil,2
136,219,56,25,0,24+ ft.,8,5000,heat,3
-18,247,45,24,1,24+ ft.,8,5000,nil,2
-157,198,19,25,1,24+ ft.,8,5000,heat,3
87,236,46,25,0,24+ ft.,8,5000,heat,3
-88,264,20,27,0,24+ ft.,8,5000,hot hand,6
184,356,3,40,0,24+ ft.,8,5000,nil,2
119,85,48,14,0,8-16 ft.,4,1200,heat,3
140,97,12,17,0,16-24 ft.,6,2500,heat,3
0,0,42,0,1,Less Than 8 ft.,2,600,nil,2
35,160,18,16,1,16-24 ft.,6,2500,heat,3
-141,4,43,14,0,8-16 ft.,4,1200,nil,2
98,101,30,14,1,8-16 ft.,4,1200,nil,2
0,51,29,5,1,Less Than 8 ft.,2,600,nil,2
-119,141,3,18,0,16-24 ft.,6,2500,heat,3
113,118,54,16,0,16-24 ft.,6,2500,nil,2
0,0,52,0,0,Less Than 8 ft.,2,600,heat,3
-86,141,15,16,0,16-24 ft.,6,2500,nil,2
-107,4,2,10,0,8-16 ft.,4,1200,heat,3
-170,34,57,17,1,16-24 ft.,6,2500,heat,3
134,165,57,21,0,16-24 ft.,6,2500,nil,2
56,91,36,10,0,8-16 ft.,4,1200,nil,2
0,125,33,12,0,8-16 ft.,4,1200,heat,3
0,0,0,0,0,Less Than 8 ft.,2,600,heat,3
203,135,5,24,1,24+ ft.,8,5000,hot hand,6
0,0,14,0,0,Less Than 8 ft.,2,600,hot hand,6
91,150,29,17,0,16-24 ft.,6,2500,nil,2
108,76,55,13,1,8-16 ft.,4,1200,heat,3
-75,253,18,26,0,24+ ft.,8,5000,heat,3
115,7,23,11,1,8-16 ft.,4,1200,nil,2
85,156,31,17,0,16-24 ft.,6,2500,nil,2
0,0,14,0,0,Less Than 8 ft.,2,600,nil,2
1,57,53,5,0,Less Than 8 ft.,2,600,nil,2
-111,42,53,11,1,8-16 ft.,4,1200,heat,3
-124,42,14,13,0,8-16 ft.,4,1200,heat,3
157,133,42,20,0,16-24 ft.,6,2500,hot hand,6
0,0,10,0,0,Less Than 8 ft.,2,600,heat,3
157,135,54,20,1,16-24 ft.,6,2500,nil,2
-10,213,57,21,0,16-24 ft.,6,2500,heat,3
199,30,22,20,0,16-24 ft.,6,2500,nil,2
47,101,14,11,1,8-16 ft.,4,1200,heat,3
169,125,31,21,1,16-24 ft.,6,2500,nil,2
163,114,8,19,1,16-24 ft.,6,2500,heat,3
0,0,51,0,1,Less Than 8 ft.,2,600,nil,2
-52,36,54,6,0,Less Than 8 ft.,2,600,heat,3
163,-13,9,16,0,16-24 ft.,6,2500,nil,2
11,87,39,8,1,8-16 ft.,4,1200,nil,2
-16,158,28,15,0,8-16 ft.,4,1200,nil,2
-10,76,26,7,1,Less Than 8 ft.,2,600,heat,3
-1,57,12,5,1,Less Than 8 ft.,2,600,heat,3
121,80,0,14,0,8-16 ft.,4,1200,heat,3
-94,173,55,19,1,16-24 ft.,6,2500,nil,2
0,0,3,0,1,Less Than 8 ft.,2,600,nil,2
0,0,28,0,1,Less Than 8 ft.,2,600,heat,3
129,-4,29,12,0,8-16 ft.,4,1200,heat,3
108,93,14,14,0,8-16 ft.,4,1200,nil,2
0,0,1,0,0,Less Than 8 ft.,2,600,nil,2
64,137,6,15,1,8-16 ft.,4,1200,nil,2
1,63,6,6,1,Less Than 8 ft.,2,600,nil,2
0,0,7,0,0,Less Than 8 ft.,2,600,nil,2
89,2,46,8,1,8-16 ft.,4,1200,nil,2
140,0,9,14,0,8-16 ft.,4,1200,nil,2
-170,194,32,25,0,24+ ft.,8,5000,nil,2
134,-6,22,13,0,8-16 ft.,4,1200,nil,2
167,61,30,17,0,16-24 ft.,6,2500,heat,3
0,0,12,0,0,Less Than 8 ft.,2,600,nil,2
0,0,39,0,1,Less Than 8 ft.,2,600,nil,2
159,57,26,16,1,16-24 ft.,6,2500,nil,2
0,0,4,0,0,Less Than 8 ft.,2,600,heat,3
-170,129,10,21,1,16-24 ft.,6,2500,heat,3
180,129,51,22,1,16-24 ft.,6,2500,nil,2
0,0,39,0,1,Less Than 8 ft.,2,600,nil,2
138,61,1,15,1,8-16 ft.,4,1200,nil,2
43,165,34,17,0,16-24 ft.,6,2500,nil,2
-134,152,28,20,1,16-24 ft.,6,2500,heat,3
-77,125,48,14,1,8-16 ft.,4,1200,nil,2
1,112,24,11,1,8-16 ft.,4,1200,nil,2
94,114,13,14,1,8-16 ft.,4,1200,nil,2
73,129,59,14,0,8-16 ft.,4,1200,heat,3
123,108,57,16,1,16-24 ft.,6,2500,heat,3
-214,135,27,25,0,24+ ft.,8,5000,nil,2
153,82,44,17,1,16-24 ft.,6,2500,heat,3
138,108,24,17,0,16-24 ft.,6,2500,heat,3
0,0,20,0,1,Less Than 8 ft.,2,600,nil,2
129,129,9,18,0,16-24 ft.,6,2500,heat,3
-141,42,43,14,0,8-16 ft.,4,1200,nil,2
-162,32,12,16,0,16-24 ft.,6,2500,nil,2
-4,114,33,11,1,8-16 ft.,4,1200,nil,2
0,0,37,0,1,Less Than 8 ft.,2,600,heat,3
123,4,19,12,1,8-16 ft.,4,1200,nil,2
115,11,1,11,0,8-16 ft.,4,1200,nil,2
-12,13,23,1,1,Less Than 8 ft.,2,600,nil,2
-33,13,35,3,0,Less Than 8 ft.,2,600,heat,3
85,118,33,14,0,8-16 ft.,4,1200,nil,2
-98,179,21,20,0,16-24 ft.,6,2500,nil,2
7,57,59,5,0,Less Than 8 ft.,2,600,heat,3
43,7,49,4,1,Less Than 8 ft.,2,600,nil,2
-33,47,7,5,0,Less Than 8 ft.,2,600,nil,2
115,19,3,11,1,8-16 ft.,4,1200,nil,2
159,186,12,24,1,24+ ft.,8,5000,nil,2
-12,0,18,1,1,Less Than 8 ft.,2,600,nil,2
16,7,0,1,0,Less Than 8 ft.,2,600,nil,2
7,7,17,0,0,Less Than 8 ft.,2,600,nil,2
1,13,15,1,0,Less Than 8 ft.,2,600,heat,3
-113,0,51,11,0,8-16 ft.,4,1200,heat,3
-12,13,52,1,1,Less Than 8 ft.,2,600,nil,2
138,7,47,13,1,8-16 ft.,4,1200,nil,2
-119,135,10,17,0,16-24 ft.,6,2500,heat,3
144,146,47,20,0,16-24 ft.,6,2500,heat,3
79,19,58,8,1,8-16 ft.,4,1200,nil,2
0,0,58,0,0,Less Than 8 ft.,2,600,nil,2
